mine_id,grid_x,grid_y,latitude,longitude,B02_Blue,B03_Green,B04_Red,B08_NIR,B11_SWIR1,B12_SWIR2,NDVI,NDWI,NDBI,iron_oxide_index,clay_mineral_index,ferrous_index,exploration_potential_score,potential_class,spectral_zone_type,is_synthetic
MOIL-DB-01,-100.0,300.0,21.550495,79.703229,0.0678,0.0771,0.152,0.2184,0.2474,0.2635,0.1793,-0.4782,0.0622,2.242,0.939,1.64,78.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,-100.0,400.0,21.551393,79.703229,0.0726,0.0861,0.211,0.1873,0.2649,0.2198,-0.0595,-0.3703,0.1716,2.908,1.206,1.822,93.5,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,-100.0,500.0,21.552292,79.703229,0.0498,0.0795,0.0367,0.5273,0.1753,0.09,0.8699,-0.7379,-0.5009,0.736,1.947,2.501,52.3,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,-100.0,600.0,21.55319,79.703229,0.0451,0.0998,0.0404,0.5567,0.204,0.0943,0.8646,-0.696,-0.4637,0.897,2.162,2.834,56.3,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,-100.0,700.0,21.554088,79.703229,0.0995,0.1675,0.1738,0.2891,0.3589,0.2377,0.2492,-0.2664,0.1077,1.746,1.51,2.205,73.5,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,-100.0,800.0,21.554986,79.703229,0.0243,0.0779,0.0423,0.6363,0.1982,0.0618,0.8752,-0.7819,-0.5249,1.745,3.209,2.151,79.2,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,-100.0,900.0,21.555885,79.703229,0.0202,0.0871,0.0507,0.6184,0.144,0.0507,0.8485,-0.7531,-0.6223,2.506,2.84,1.952,82.3,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,-100.0,1000.0,21.556783,79.703229,0.0221,0.1125,0.0369,0.5648,0.1634,0.0887,0.8772,-0.6679,-0.5512,1.669,1.842,3.333,56.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,-100.0,1100.0,21.557681,79.703229,0.0342,0.0518,0.0608,0.4722,0.1842,0.1062,0.7717,-0.8023,-0.4388,1.781,1.733,1.241,58.3,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,-100.0,1200.0,21.55858,79.703229,0.1069,0.1209,0.2243,0.2903,0.3124,0.2668,0.1283,-0.4121,0.0366,2.097,1.171,1.615,72.2,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,0.0,-1200.0,21.53702,79.7042,0.0307,0.0614,0.0507,0.6454,0.1521,0.0585,0.8542,-0.8263,-0.6186,1.65,2.599,1.445,67.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,0.0,-1100.0,21.537919,79.7042,0.0276,0.0859,0.0577,0.5356,0.1849,0.0822,0.8056,-0.7236,-0.4868,2.09,2.25,1.835,69.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,0.0,-1000.0,21.538817,79.7042,0.0377,0.1077,0.0563,0.5214,0.126,0.0501,0.8052,-0.6576,-0.6108,1.491,2.512,2.156,67.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,0.0,-900.0,21.539715,79.7042,0.0483,0.0566,0.0495,0.4909,0.2149,0.0673,0.8169,-0.7933,-0.3911,1.025,3.194,1.581,73.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,0.0,-800.0,21.540614,79.7042,0.025,0.0733,0.0407,0.5784,0.162,0.0732,0.8686,-0.7751,-0.5624,1.629,2.214,2.082,65.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,0.0,-700.0,21.541512,79.7042,0.1091,0.171,0.2184,0.2921,0.3313,0.305,0.1443,-0.2614,0.0629,2.003,1.086,1.917,75.3,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-DB-01,0.0,-600.0,21.54241,79.7042,0.0586,0.0675,0.1619,0.1533,0.256,0.1825,-0.0274,-0.3884,0.251,2.762,1.403,2.087,94.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,-500.0,21.543308,79.7042,0.0513,0.0765,0.1899,0.1938,0.3602,0.1994,0.01,-0.4337,0.3003,3.702,1.806,2.262,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,-400.0,21.544207,79.7042,0.0506,0.1071,0.1644,0.2189,0.3089,0.2318,0.1422,-0.3431,0.1705,3.247,1.333,2.062,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,-300.0,21.545105,79.7042,0.0459,0.1026,0.1278,0.171,0.3343,0.2358,0.1445,-0.2503,0.3231,2.784,1.418,2.757,95.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,-200.0,21.546003,79.7042,0.0753,0.062,0.1849,0.1877,0.2616,0.2618,0.0075,-0.5037,0.1644,2.458,0.999,1.728,92.3,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,-100.0,21.546902,79.7042,0.0565,0.0866,0.2167,0.1886,0.3553,0.2647,-0.0693,-0.3708,0.3064,3.839,1.342,2.283,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,0.0,21.5478,79.7042,0.0665,0.1048,0.1452,0.2221,0.2929,0.2694,0.2094,-0.3586,0.1375,2.183,1.087,2.041,90.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,100.0,21.548698,79.7042,0.0598,0.1029,0.2095,0.1998,0.3111,0.2662,-0.0238,-0.3201,0.2179,3.506,1.169,2.048,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,200.0,21.549597,79.7042,0.0507,0.0608,0.1607,0.1908,0.2816,0.2222,0.0855,-0.5168,0.1923,3.171,1.268,1.854,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,300.0,21.550495,79.7042,0.0453,0.0739,0.144,0.1701,0.2819,0.2415,0.0831,-0.3945,0.2473,3.177,1.167,2.17,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,400.0,21.551393,79.7042,0.05,0.107,0.1711,0.1529,0.2791,0.2603,-0.0563,-0.1764,0.2922,3.421,1.073,2.451,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,500.0,21.552292,79.7042,0.0405,0.1069,0.1645,0.1921,0.3784,0.2354,0.0774,-0.285,0.3265,4.058,1.608,2.619,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,600.0,21.55319,79.7042,0.0779,0.1058,0.2141,0.2212,0.2815,0.2181,0.0163,-0.3531,0.1199,2.748,1.291,1.766,92.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,0.0,700.0,21.554088,79.7042,0.1388,0.1416,0.1687,0.2978,0.3312,0.2945,0.2768,-0.3554,0.0531,1.216,1.125,1.952,62.9,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,0.0,800.0,21.554986,79.7042,0.0373,0.0946,0.0557,0.6153,0.136,0.0819,0.834,-0.7334,-0.638,1.495,1.659,1.92,56.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,0.0,900.0,21.555885,79.7042,0.1176,0.1545,0.1855,0.2724,0.349,0.2501,0.1899,-0.2761,0.1233,1.577,1.395,2.115,71.4,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,0.0,1000.0,21.556783,79.7042,0.1258,0.1653,0.1976,0.2918,0.3431,0.3222,0.1924,-0.2765,0.0809,1.571,1.065,2.013,65.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,0.0,1100.0,21.557681,79.7042,0.1356,0.1525,0.2029,0.2871,0.3277,0.3069,0.1719,-0.306,0.0661,1.496,1.068,1.894,64.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,0.0,1200.0,21.55858,79.7042,0.1039,0.1605,0.1903,0.24,0.4021,0.3307,0.1156,-0.1985,0.2524,1.832,1.216,2.519,71.3,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,100.0,-1200.0,21.53702,79.705171,0.0443,0.1191,0.0546,0.6954,0.1559,0.099,0.8544,-0.7076,-0.6337,1.231,1.574,2.405,46.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,-1100.0,21.537919,79.705171,0.1273,0.1698,0.1921,0.2839,0.4002,0.326,0.1929,-0.2515,0.17,1.509,1.227,2.293,65.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,100.0,-1000.0,21.538817,79.705171,0.1296,0.1365,0.2182,0.2525,0.2879,0.2452,0.0729,-0.2984,0.0655,1.683,1.174,1.765,70.4,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,100.0,-900.0,21.539715,79.705171,0.0422,0.057,0.0625,0.7192,0.1988,0.0832,0.84,-0.853,-0.5668,1.48,2.391,1.189,64.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,-800.0,21.540614,79.705171,0.0202,0.0646,0.066,0.4559,0.2105,0.0579,0.7472,-0.7516,-0.3683,3.268,3.633,1.442,98.0,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,-700.0,21.541512,79.705171,0.0905,0.168,0.1983,0.2345,0.3762,0.3329,0.0838,-0.1654,0.2319,2.19,1.13,2.451,77.9,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-DB-01,100.0,-600.0,21.54241,79.705171,0.023,0.0538,0.0618,0.619,0.2123,0.0883,0.8184,-0.84,-0.4893,2.693,2.404,1.213,81.8,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,-500.0,21.543308,79.705171,0.1042,0.1595,0.1908,0.32,0.3368,0.2855,0.2529,-0.3347,0.0256,1.831,1.179,1.888,71.8,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,100.0,-400.0,21.544207,79.705171,0.049,0.0676,0.1845,0.1989,0.2406,0.2113,0.0374,-0.4926,0.095,3.765,1.139,1.576,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,-300.0,21.545105,79.705171,0.0657,0.1006,0.1512,0.2047,0.2771,0.2559,0.1503,-0.341,0.1502,2.3,1.083,2.019,81.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,-200.0,21.546003,79.705171,0.0679,0.0665,0.1865,0.1734,0.2642,0.235,-0.0365,-0.4454,0.2075,2.746,1.124,1.88,93.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,-100.0,21.546902,79.705171,0.0581,0.0987,0.1285,0.219,0.2549,0.2028,0.2606,-0.3786,0.0757,2.211,1.257,1.932,84.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,0.0,21.5478,79.705171,0.0606,0.0832,0.2189,0.1989,0.2858,0.279,-0.0477,-0.4104,0.1792,3.61,1.024,1.817,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,100.0,21.548698,79.705171,0.0525,0.0737,0.1694,0.2313,0.3392,0.2545,0.1544,-0.5168,0.1891,3.228,1.333,1.901,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,200.0,21.549597,79.705171,0.069,0.093,0.196,0.1593,0.2648,0.2198,-0.1033,-0.2628,0.2489,2.839,1.205,2.137,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,300.0,21.550495,79.705171,0.074,0.0957,0.1766,0.1419,0.273,0.2684,-0.1089,-0.1945,0.3159,2.386,1.017,2.465,93.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,400.0,21.551393,79.705171,0.0497,0.0965,0.1385,0.2006,0.3279,0.2627,0.1833,-0.3504,0.2409,2.786,1.248,2.332,93.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,500.0,21.552292,79.705171,0.0575,0.0916,0.1687,0.2347,0.3131,0.2031,0.1637,-0.4385,0.143,2.932,1.542,1.877,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,600.0,21.55319,79.705171,0.0667,0.0874,0.2004,0.1577,0.2765,0.2814,-0.1192,-0.2867,0.2737,3.004,0.983,2.19,93.7,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,700.0,21.554088,79.705171,0.0772,0.0821,0.1248,0.1707,0.2746,0.2256,0.1553,-0.3503,0.2334,1.616,1.217,2.267,75.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,800.0,21.554986,79.705171,0.0527,0.1014,0.1203,0.2045,0.333,0.2527,0.2591,-0.3367,0.2392,2.282,1.318,2.472,79.5,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,100.0,900.0,21.555885,79.705171,0.0383,0.1067,0.0614,0.4593,0.123,0.1087,0.7643,-0.6229,-0.5775,1.601,1.132,2.007,52.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,1000.0,21.556783,79.705171,0.0487,0.0802,0.0371,0.5778,0.1637,0.0862,0.8794,-0.7562,-0.5585,0.761,1.898,2.447,49.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,1100.0,21.557681,79.705171,0.0397,0.063,0.0594,0.6098,0.1778,0.0975,0.8225,-0.8128,-0.5484,1.497,1.824,1.352,57.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,100.0,1200.0,21.55858,79.705171,0.0337,0.0948,0.0589,0.511,0.1697,0.0821,0.7931,-0.6869,-0.5014,1.748,2.068,1.941,64.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-1200.0,21.53702,79.706142,0.1301,0.1426,0.1658,0.2658,0.3026,0.3045,0.2316,-0.3015,0.0648,1.275,0.994,1.999,56.1,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,200.0,-1100.0,21.537919,79.706142,0.0281,0.1165,0.0417,0.5998,0.2002,0.086,0.8701,-0.6747,-0.4996,1.483,2.328,3.13,59.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-1000.0,21.538817,79.706142,0.0453,0.1145,0.0449,0.5981,0.204,0.1132,0.8603,-0.6787,-0.4913,0.991,1.802,2.89,47.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-900.0,21.539715,79.706142,0.0464,0.1012,0.031,0.535,0.1329,0.0608,0.8906,-0.682,-0.6021,0.668,2.185,3.515,48.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-800.0,21.540614,79.706142,0.0845,0.1346,0.2366,0.2512,0.3024,0.3062,0.03,-0.3023,0.0924,2.8,0.987,1.773,81.9,High Potential Exploration Zone,Barren Soil & Country Rock,True
MOIL-DB-01,200.0,-700.0,21.541512,79.706142,0.0294,0.0695,0.0397,0.5562,0.1287,0.0968,0.8668,-0.7779,-0.6241,1.348,1.329,1.983,46.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-600.0,21.54241,79.706142,0.0399,0.0795,0.0416,0.5606,0.1624,0.0966,0.862,-0.7516,-0.5508,1.041,1.681,2.202,48.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-500.0,21.543308,79.706142,0.0221,0.1167,0.0664,0.4818,0.1384,0.0718,0.7577,-0.6099,-0.5538,3.002,1.927,2.045,79.2,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-400.0,21.544207,79.706142,0.024,0.064,0.0661,0.4795,0.1599,0.1034,0.7577,-0.7644,-0.4999,2.751,1.546,1.302,71.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-300.0,21.545105,79.706142,0.0301,0.0615,0.0595,0.6586,0.218,0.0598,0.8343,-0.8292,-0.5026,1.977,3.647,1.365,93.4,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,-200.0,21.546003,79.706142,0.0684,0.0809,0.2115,0.1808,0.3024,0.1939,-0.0782,-0.3819,0.2518,3.093,1.559,2.055,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,-100.0,21.546902,79.706142,0.0528,0.08,0.1218,0.1838,0.2871,0.2684,0.203,-0.3932,0.2195,2.304,1.07,2.22,80.6,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,0.0,21.5478,79.706142,0.0443,0.098,0.1914,0.1642,0.2517,0.2726,-0.0766,-0.2524,0.2104,4.322,0.923,2.045,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,100.0,21.548698,79.706142,0.05,0.0673,0.1559,0.1801,0.2857,0.2874,0.072,-0.456,0.2267,3.119,0.994,2.018,96.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,200.0,21.549597,79.706142,0.0752,0.1036,0.1599,0.2363,0.3358,0.2715,0.1929,-0.3902,0.1739,2.125,1.237,2.069,87.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,300.0,21.550495,79.706142,0.06,0.068,0.2087,0.1886,0.3756,0.208,-0.0505,-0.4699,0.3313,3.476,1.805,2.317,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,400.0,21.551393,79.706142,0.0797,0.0711,0.1568,0.1994,0.3371,0.2592,0.1195,-0.4742,0.2566,1.968,1.3,2.144,91.8,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,500.0,21.552292,79.706142,0.0591,0.0638,0.1696,0.1735,0.3321,0.2001,0.0113,-0.462,0.3137,2.872,1.66,2.291,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,600.0,21.55319,79.706142,0.0558,0.1083,0.1289,0.2002,0.2527,0.1973,0.2168,-0.2979,0.1158,2.312,1.281,2.102,87.3,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,700.0,21.554088,79.706142,0.0642,0.0822,0.1748,0.228,0.3544,0.2777,0.1319,-0.47,0.2171,2.724,1.276,2.025,92.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,800.0,21.554986,79.706142,0.0647,0.0845,0.1659,0.214,0.313,0.1916,0.1265,-0.4339,0.1879,2.566,1.633,1.972,94.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,900.0,21.555885,79.706142,0.0457,0.0779,0.1268,0.1639,0.3319,0.1814,0.1278,-0.356,0.3388,2.776,1.83,2.639,97.9,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,200.0,1000.0,21.556783,79.706142,0.0432,0.0619,0.0372,0.4578,0.1712,0.0958,0.8495,-0.7617,-0.4555,0.863,1.787,2.037,52.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,1100.0,21.557681,79.706142,0.0317,0.0818,0.0613,0.459,0.1984,0.0966,0.7645,-0.6975,-0.3965,1.934,2.053,1.768,69.7,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,200.0,1200.0,21.55858,79.706142,0.1115,0.123,0.1904,0.2374,0.2831,0.2629,0.11,-0.3176,0.0878,1.708,1.077,1.838,71.0,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,300.0,-1200.0,21.53702,79.707113,0.0476,0.0964,0.0461,0.7199,0.1483,0.0631,0.8797,-0.7639,-0.6584,0.967,2.35,2.297,52.8,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-1100.0,21.537919,79.707113,0.0351,0.0748,0.0578,0.4996,0.171,0.085,0.7926,-0.7395,-0.49,1.645,2.012,1.637,58.5,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-1000.0,21.538817,79.707113,0.0478,0.0964,0.0422,0.6362,0.1451,0.1177,0.8755,-0.7368,-0.6285,0.883,1.234,2.512,36.1,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-900.0,21.539715,79.707113,0.0329,0.1049,0.0463,0.4701,0.1907,0.0783,0.8205,-0.6351,-0.4229,1.407,2.434,2.669,62.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-800.0,21.540614,79.707113,0.0292,0.109,0.0572,0.6804,0.1492,0.0823,0.8449,-0.7238,-0.6403,1.96,1.813,2.125,59.0,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-700.0,21.541512,79.707113,0.0393,0.0752,0.0505,0.7189,0.1942,0.093,0.8688,-0.8106,-0.5747,1.284,2.088,1.76,55.4,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-600.0,21.54241,79.707113,0.0333,0.1165,0.0521,0.5383,0.1286,0.0763,0.8236,-0.6441,-0.6143,1.566,1.686,2.476,54.6,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-500.0,21.543308,79.707113,0.0411,0.1113,0.0678,0.4777,0.1801,0.0967,0.7515,-0.6222,-0.4524,1.649,1.863,2.019,61.2,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-400.0,21.544207,79.707113,0.1127,0.1401,0.1662,0.2266,0.3863,0.2939,0.1538,-0.2359,0.2606,1.474,1.315,2.548,69.9,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,300.0,-300.0,21.545105,79.707113,0.0406,0.0594,0.0361,0.5182,0.1599,0.1157,0.8699,-0.7943,-0.5283,0.889,1.382,1.956,43.8,Low Potential / Barren,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-200.0,21.546003,79.707113,0.0277,0.0539,0.0574,0.6188,0.1876,0.0683,0.8303,-0.8397,-0.5348,2.074,2.747,1.243,80.2,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,300.0,-100.0,21.546902,79.707113,0.0607,0.0781,0.2018,0.1469,0.2786,0.2463,-0.1572,-0.306,0.3093,3.325,1.131,2.283,96.5,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,0.0,21.5478,79.707113,0.0482,0.0936,0.1337,0.1423,0.3609,0.2167,0.0312,-0.2062,0.4345,2.773,1.666,3.237,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,100.0,21.548698,79.707113,0.0463,0.0686,0.2086,0.2054,0.3739,0.268,-0.0076,-0.4992,0.2908,4.508,1.395,2.149,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,200.0,21.549597,79.707113,0.0707,0.085,0.2021,0.1813,0.3558,0.2634,-0.0543,-0.3616,0.325,2.858,1.351,2.383,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,300.0,21.550495,79.707113,0.0671,0.0765,0.1831,0.1907,0.3046,0.2889,0.0204,-0.4274,0.23,2.727,1.054,2.015,95.4,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,400.0,21.551393,79.707113,0.0602,0.0616,0.1826,0.2128,0.3639,0.2496,0.0763,-0.551,0.262,3.035,1.458,2.047,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,500.0,21.552292,79.707113,0.0408,0.066,0.1361,0.1611,0.352,0.2141,0.0841,-0.4189,0.3719,3.338,1.644,2.669,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,600.0,21.55319,79.707113,0.0525,0.0978,0.1612,0.1465,0.3219,0.1943,-0.048,-0.1993,0.3746,3.072,1.657,2.804,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,700.0,21.554088,79.707113,0.0629,0.099,0.2129,0.1467,0.2826,0.2518,-0.1842,-0.1942,0.3165,3.387,1.122,2.391,98.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,800.0,21.554986,79.707113,0.0526,0.0826,0.122,0.2093,0.3637,0.2875,0.2636,-0.4344,0.2693,2.319,1.265,2.414,85.2,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,900.0,21.555885,79.707113,0.0732,0.0616,0.1852,0.1896,0.3713,0.2792,0.0117,-0.5096,0.324,2.529,1.33,2.291,94.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,1000.0,21.556783,79.707113,0.0795,0.1031,0.1747,0.2115,0.3751,0.2436,0.0953,-0.3446,0.2789,2.197,1.54,2.364,89.1,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,1100.0,21.557681,79.707113,0.0736,0.1071,0.1771,0.1559,0.2618,0.1927,-0.0635,-0.1856,0.2534,2.406,1.359,2.284,90.0,High Potential Exploration Zone,Manganese Gossan / Alteration Outcrop,True
MOIL-DB-01,300.0,1200.0,21.55858,79.707113,0.0344,0.0932,0.0493,0.7127,0.1491,0.1112,0.8706,-0.7687,-0.6539,1.433,1.342,2.099,51.1,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,400.0,-1200.0,21.53702,79.708083,0.1161,0.1589,0.2218,0.2703,0.3076,0.2643,0.0986,-0.2596,0.0646,1.91,1.164,1.855,68.7,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,400.0,-1100.0,21.537919,79.708083,0.1051,0.1518,0.21,0.3045,0.4074,0.2755,0.1837,-0.3347,0.1445,1.997,1.479,2.061,72.2,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,400.0,-1000.0,21.538817,79.708083,0.1278,0.1486,0.2037,0.2796,0.3735,0.3268,0.157,-0.3058,0.1438,1.594,1.143,2.066,63.7,Medium Potential Zone,Barren Soil & Country Rock,True
MOIL-DB-01,400.0,-900.0,21.539715,79.708083,0.0482,0.1067,0.0656,0.4634,0.2049,0.0551,0.7521,-0.6258,-0.3868,1.36,3.722,2.069,82.2,High Potential Exploration Zone,Dense / Moderate Canopy,True
MOIL-DB-01,400.0,-800.0,21.540614,79.708083,0.0251,0.0752,0.0374,0.5697,0.1612,0.0534,0.8769,-0.7668,-0.559,1.49,3.02,2.296,69.9,Medium Potential Zone,Dense / Moderate Canopy,True
MOIL-DB-01,400.0,-700.0,21.541512,79.708083,0.0456,0.1051,0.0639,0.6527,0.2137,0.0903,0.8217,-0.7226,-0.5066,1.401,2.366,1.973,61.2,Medium Potential Zone,Dense / Moderate Canopy,True
