block_id,mine_id,x,y,z_elevation,depth_below_surface,latitude,longitude,block_volume_m3,rock_density_tpm3,total_tonnage,predicted_mn_grade,contained_mn_tonnes,confidence_score,resource_classification,geological_category,stripping_ratio,est_extraction_cost_inr,is_synthetic
BLK-03-X01Y06-B3,MOIL-BL-03,-800.0,200.0,300.0,45.0,21.814297,80.177833,150000.0,3.45,517500.0,26.41,136671.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.78,957.6,True
BLK-03-X01Y06-B4,MOIL-BL-03,-800.0,200.0,285.0,60.0,21.814297,80.177833,150000.0,2.85,427500.0,15.75,67331.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,5.06,1187.7,True
BLK-03-X01Y07-B1,MOIL-BL-03,-800.0,400.0,330.0,15.0,21.816093,80.177833,150000.0,2.85,427500.0,4.89,20904.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.98,666.6,True
BLK-03-X01Y07-B2,MOIL-BL-03,-800.0,400.0,315.0,30.0,21.816093,80.177833,150000.0,2.85,427500.0,17.37,74256.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.78,830.1,True
BLK-03-X01Y07-B3,MOIL-BL-03,-800.0,400.0,300.0,45.0,21.816093,80.177833,150000.0,2.85,427500.0,11.37,48606.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.46,988.2,True
BLK-03-X01Y07-B4,MOIL-BL-03,-800.0,400.0,285.0,60.0,21.816093,80.177833,150000.0,2.85,427500.0,12.35,52796.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,5.46,1205.7,True
BLK-03-X01Y08-B1,MOIL-BL-03,-800.0,600.0,330.0,15.0,21.81789,80.177833,150000.0,2.85,427500.0,17.97,76821.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.8,703.5,True
BLK-03-X01Y08-B2,MOIL-BL-03,-800.0,600.0,315.0,30.0,21.81789,80.177833,150000.0,2.85,427500.0,9.66,41296.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.99,839.55,True
BLK-03-X01Y08-B3,MOIL-BL-03,-800.0,600.0,300.0,45.0,21.81789,80.177833,150000.0,2.85,427500.0,8.99,38432.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.72,1044.9,True
BLK-03-X01Y08-B4,MOIL-BL-03,-800.0,600.0,285.0,60.0,21.81789,80.177833,150000.0,2.85,427500.0,13.91,59465.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.4,1158.0,True
BLK-03-X01Y09-B1,MOIL-BL-03,-800.0,800.0,330.0,15.0,21.819686,80.177833,150000.0,2.85,427500.0,4.17,17826.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.29,680.55,True
BLK-03-X01Y09-B2,MOIL-BL-03,-800.0,800.0,315.0,30.0,21.819686,80.177833,150000.0,2.85,427500.0,17.77,75966.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.05,842.25,True
BLK-03-X01Y09-B3,MOIL-BL-03,-800.0,800.0,300.0,45.0,21.819686,80.177833,150000.0,2.85,427500.0,6.55,28001.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.79,958.05,True
BLK-03-X01Y09-B4,MOIL-BL-03,-800.0,800.0,285.0,60.0,21.819686,80.177833,150000.0,2.85,427500.0,8.97,38346.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,5.34,1200.3,True
BLK-03-X01Y10-B1,MOIL-BL-03,-800.0,1000.0,330.0,15.0,21.821483,80.177833,150000.0,2.85,427500.0,17.95,76736.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.14,718.8,True
BLK-03-X01Y10-B2,MOIL-BL-03,-800.0,1000.0,315.0,30.0,21.821483,80.177833,150000.0,2.85,427500.0,14.21,60747.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.12,845.4,True
BLK-03-X01Y10-B3,MOIL-BL-03,-800.0,1000.0,300.0,45.0,21.821483,80.177833,150000.0,2.85,427500.0,12.27,52454.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.83,1004.85,True
BLK-03-X01Y10-B4,MOIL-BL-03,-800.0,1000.0,285.0,60.0,21.821483,80.177833,150000.0,2.85,427500.0,13.9,59422.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.34,1155.3,True
BLK-03-X02Y00-B1,MOIL-BL-03,-600.0,-1000.0,330.0,15.0,21.803517,80.179775,150000.0,3.95,592500.0,42.36,250983.0,0.88,111 (Measured Resource),High Grade Braunite,2.59,694.05,True
BLK-03-X02Y00-B2,MOIL-BL-03,-600.0,-1000.0,315.0,30.0,21.803517,80.179775,150000.0,3.95,592500.0,42.79,253530.8,0.88,111 (Measured Resource),High Grade Braunite,3.67,870.15,True
BLK-03-X02Y00-B3,MOIL-BL-03,-600.0,-1000.0,300.0,45.0,21.803517,80.179775,150000.0,3.95,592500.0,42.18,249916.5,0.88,111 (Measured Resource),High Grade Braunite,4.56,1037.7,True
BLK-03-X02Y00-B4,MOIL-BL-03,-600.0,-1000.0,285.0,60.0,21.803517,80.179775,150000.0,3.95,592500.0,42.41,251279.2,0.88,111 (Measured Resource),High Grade Braunite,5.35,1200.75,True
BLK-03-X02Y01-B1,MOIL-BL-03,-600.0,-800.0,330.0,15.0,21.805314,80.179775,150000.0,3.95,592500.0,43.92,260226.0,0.88,111 (Measured Resource),High Grade Braunite,2.65,696.75,True
BLK-03-X02Y01-B2,MOIL-BL-03,-600.0,-800.0,315.0,30.0,21.805314,80.179775,150000.0,3.95,592500.0,48.69,288488.2,0.88,111 (Measured Resource),High Grade Braunite,2.86,833.7,True
BLK-03-X02Y01-B3,MOIL-BL-03,-600.0,-800.0,300.0,45.0,21.805314,80.179775,150000.0,3.95,592500.0,39.53,234215.2,0.88,111 (Measured Resource),High Grade Braunite,3.68,998.1,True
BLK-03-X02Y01-B4,MOIL-BL-03,-600.0,-800.0,285.0,60.0,21.805314,80.179775,150000.0,3.95,592500.0,41.44,245532.0,0.88,111 (Measured Resource),High Grade Braunite,3.94,1137.3,True
BLK-03-X02Y02-B1,MOIL-BL-03,-600.0,-600.0,330.0,15.0,21.80711,80.179775,150000.0,3.45,517500.0,22.13,114522.8,0.76,122 (Indicated Resource),Medium Grade Gondite,1.7,654.0,True
BLK-03-X02Y02-B2,MOIL-BL-03,-600.0,-600.0,315.0,30.0,21.80711,80.179775,150000.0,3.95,592500.0,42.56,252168.0,0.88,111 (Measured Resource),High Grade Braunite,2.67,825.15,True
BLK-03-X02Y02-B3,MOIL-BL-03,-600.0,-600.0,300.0,45.0,21.80711,80.179775,150000.0,3.95,592500.0,44.05,260996.2,0.88,111 (Measured Resource),High Grade Braunite,3.89,1007.55,True
BLK-03-X02Y02-B4,MOIL-BL-03,-600.0,-600.0,285.0,60.0,21.80711,80.179775,150000.0,3.95,592500.0,42.72,253116.0,0.88,111 (Measured Resource),High Grade Braunite,3.69,1126.05,True
BLK-03-X02Y03-B1,MOIL-BL-03,-600.0,-400.0,330.0,15.0,21.808907,80.179775,150000.0,3.45,517500.0,29.14,150799.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.25,723.75,True
BLK-03-X02Y03-B2,MOIL-BL-03,-600.0,-400.0,315.0,30.0,21.808907,80.179775,150000.0,3.95,592500.0,42.2,250035.0,0.88,111 (Measured Resource),High Grade Braunite,2.13,800.85,True
BLK-03-X02Y03-B3,MOIL-BL-03,-600.0,-400.0,300.0,45.0,21.808907,80.179775,150000.0,3.95,592500.0,47.04,278712.0,0.88,111 (Measured Resource),High Grade Braunite,3.34,982.8,True
BLK-03-X02Y03-B4,MOIL-BL-03,-600.0,-400.0,285.0,60.0,21.808907,80.179775,150000.0,3.45,517500.0,25.86,133825.5,0.76,122 (Indicated Resource),Medium Grade Gondite,4.55,1164.75,True
BLK-03-X02Y04-B1,MOIL-BL-03,-600.0,-200.0,330.0,15.0,21.810703,80.179775,150000.0,3.45,517500.0,29.93,154887.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.75,701.25,True
BLK-03-X02Y04-B2,MOIL-BL-03,-600.0,-200.0,315.0,30.0,21.810703,80.179775,150000.0,3.45,517500.0,24.95,129116.2,0.76,122 (Indicated Resource),Medium Grade Gondite,2.64,823.8,True
BLK-03-X02Y04-B3,MOIL-BL-03,-600.0,-200.0,300.0,45.0,21.810703,80.179775,150000.0,3.95,592500.0,40.97,242747.2,0.88,111 (Measured Resource),High Grade Braunite,4.75,1046.25,True
BLK-03-X02Y04-B4,MOIL-BL-03,-600.0,-200.0,285.0,60.0,21.810703,80.179775,150000.0,3.45,517500.0,31.34,162184.5,0.76,122 (Indicated Resource),Medium Grade Gondite,5.45,1205.25,True
BLK-03-X02Y05-B1,MOIL-BL-03,-600.0,0.0,330.0,15.0,21.8125,80.179775,150000.0,3.45,517500.0,30.32,156906.0,0.76,122 (Indicated Resource),Medium Grade Gondite,2.06,670.2,True
BLK-03-X02Y05-B2,MOIL-BL-03,-600.0,0.0,315.0,30.0,21.8125,80.179775,150000.0,3.45,517500.0,26.68,138069.0,0.76,122 (Indicated Resource),Medium Grade Gondite,2.98,839.1,True
BLK-03-X02Y05-B3,MOIL-BL-03,-600.0,0.0,300.0,45.0,21.8125,80.179775,150000.0,3.45,517500.0,27.0,139725.0,0.76,122 (Indicated Resource),Medium Grade Gondite,4.41,1030.95,True
BLK-03-X02Y05-B4,MOIL-BL-03,-600.0,0.0,285.0,60.0,21.8125,80.179775,150000.0,3.45,517500.0,27.58,142726.5,0.76,122 (Indicated Resource),Medium Grade Gondite,4.09,1144.05,True
BLK-03-X02Y06-B1,MOIL-BL-03,-600.0,200.0,330.0,15.0,21.814297,80.179775,150000.0,2.85,427500.0,14.85,63483.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.96,710.7,True
BLK-03-X02Y06-B2,MOIL-BL-03,-600.0,200.0,315.0,30.0,21.814297,80.179775,150000.0,3.45,517500.0,27.05,139983.8,0.76,122 (Indicated Resource),Medium Grade Gondite,3.34,855.3,True
BLK-03-X02Y06-B3,MOIL-BL-03,-600.0,200.0,300.0,45.0,21.814297,80.179775,150000.0,3.45,517500.0,22.71,117524.2,0.76,122 (Indicated Resource),Medium Grade Gondite,3.81,1003.95,True
BLK-03-X02Y06-B4,MOIL-BL-03,-600.0,200.0,285.0,60.0,21.814297,80.179775,150000.0,3.45,517500.0,22.54,116644.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.56,1120.2,True
BLK-03-X02Y07-B1,MOIL-BL-03,-600.0,400.0,330.0,15.0,21.816093,80.179775,150000.0,2.85,427500.0,12.58,53779.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.86,661.2,True
BLK-03-X02Y07-B2,MOIL-BL-03,-600.0,400.0,315.0,30.0,21.816093,80.179775,150000.0,3.45,517500.0,30.91,159959.2,0.76,122 (Indicated Resource),Medium Grade Gondite,3.79,875.55,True
BLK-03-X02Y07-B3,MOIL-BL-03,-600.0,400.0,300.0,45.0,21.816093,80.179775,150000.0,3.45,517500.0,23.67,122492.3,0.76,122 (Indicated Resource),Medium Grade Gondite,4.2,1021.5,True
BLK-03-X02Y07-B4,MOIL-BL-03,-600.0,400.0,285.0,60.0,21.816093,80.179775,150000.0,2.85,427500.0,11.2,47880.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.72,1127.4,True
BLK-03-X02Y08-B1,MOIL-BL-03,-600.0,600.0,330.0,15.0,21.81789,80.179775,150000.0,2.85,427500.0,13.12,56088.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.47,688.65,True
BLK-03-X02Y08-B2,MOIL-BL-03,-600.0,600.0,315.0,30.0,21.81789,80.179775,150000.0,2.85,427500.0,11.22,47965.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.85,878.25,True
BLK-03-X02Y08-B3,MOIL-BL-03,-600.0,600.0,300.0,45.0,21.81789,80.179775,150000.0,2.85,427500.0,11.3,48307.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.73,1045.35,True
BLK-03-X02Y08-B4,MOIL-BL-03,-600.0,600.0,285.0,60.0,21.81789,80.179775,150000.0,2.85,427500.0,11.13,47580.8,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.73,1127.85,True
BLK-03-X02Y09-B1,MOIL-BL-03,-600.0,800.0,330.0,15.0,21.819686,80.179775,150000.0,2.85,427500.0,10.59,45272.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,1.61,649.95,True
BLK-03-X02Y09-B2,MOIL-BL-03,-600.0,800.0,315.0,30.0,21.819686,80.179775,150000.0,2.85,427500.0,12.36,52839.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.39,857.55,True
BLK-03-X02Y09-B3,MOIL-BL-03,-600.0,800.0,300.0,45.0,21.819686,80.179775,150000.0,2.85,427500.0,10.56,45144.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.95,965.25,True
BLK-03-X02Y09-B4,MOIL-BL-03,-600.0,800.0,285.0,60.0,21.819686,80.179775,150000.0,2.85,427500.0,10.56,45144.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.66,1124.7,True
BLK-03-X02Y10-B1,MOIL-BL-03,-600.0,1000.0,330.0,15.0,21.821483,80.179775,150000.0,2.85,427500.0,13.55,57926.3,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.83,704.85,True
BLK-03-X02Y10-B2,MOIL-BL-03,-600.0,1000.0,315.0,30.0,21.821483,80.179775,150000.0,2.85,427500.0,17.47,74684.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.3,808.5,True
BLK-03-X02Y10-B3,MOIL-BL-03,-600.0,1000.0,300.0,45.0,21.821483,80.179775,150000.0,2.85,427500.0,11.45,48948.7,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.89,1007.55,True
BLK-03-X02Y10-B4,MOIL-BL-03,-600.0,1000.0,285.0,60.0,21.821483,80.179775,150000.0,2.85,427500.0,16.91,72290.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.75,1173.75,True
BLK-03-X03Y00-B1,MOIL-BL-03,-400.0,-1000.0,330.0,15.0,21.803517,80.181717,150000.0,3.95,592500.0,39.85,236111.2,0.88,111 (Measured Resource),High Grade Braunite,1.54,646.8,True
BLK-03-X03Y00-B2,MOIL-BL-03,-400.0,-1000.0,315.0,30.0,21.803517,80.181717,150000.0,3.95,592500.0,49.22,291628.5,0.88,111 (Measured Resource),High Grade Braunite,3.4,858.0,True
BLK-03-X03Y00-B3,MOIL-BL-03,-400.0,-1000.0,300.0,45.0,21.803517,80.181717,150000.0,3.95,592500.0,41.57,246302.2,0.88,111 (Measured Resource),High Grade Braunite,4.48,1034.1,True
BLK-03-X03Y00-B4,MOIL-BL-03,-400.0,-1000.0,285.0,60.0,21.803517,80.181717,150000.0,3.95,592500.0,44.93,266210.2,0.88,111 (Measured Resource),High Grade Braunite,4.97,1183.65,True
BLK-03-X03Y01-B1,MOIL-BL-03,-400.0,-800.0,330.0,15.0,21.805314,80.181717,150000.0,3.95,592500.0,46.32,274446.0,0.88,111 (Measured Resource),High Grade Braunite,1.4,640.5,True
BLK-03-X03Y01-B2,MOIL-BL-03,-400.0,-800.0,315.0,30.0,21.805314,80.181717,150000.0,3.95,592500.0,44.08,261174.0,0.88,111 (Measured Resource),High Grade Braunite,2.43,814.35,True
BLK-03-X03Y01-B3,MOIL-BL-03,-400.0,-800.0,300.0,45.0,21.805314,80.181717,150000.0,3.95,592500.0,41.4,245295.0,0.88,111 (Measured Resource),High Grade Braunite,4.47,1033.65,True
BLK-03-X03Y01-B4,MOIL-BL-03,-400.0,-800.0,285.0,60.0,21.805314,80.181717,150000.0,3.95,592500.0,48.92,289851.0,0.88,111 (Measured Resource),High Grade Braunite,4.81,1176.45,True
BLK-03-X03Y02-B1,MOIL-BL-03,-400.0,-600.0,330.0,15.0,21.80711,80.181717,150000.0,3.95,592500.0,42.38,251101.5,0.88,111 (Measured Resource),High Grade Braunite,1.89,662.55,True
BLK-03-X03Y02-B2,MOIL-BL-03,-400.0,-600.0,315.0,30.0,21.80711,80.181717,150000.0,3.95,592500.0,41.72,247191.0,0.88,111 (Measured Resource),High Grade Braunite,3.59,866.55,True
BLK-03-X03Y02-B3,MOIL-BL-03,-400.0,-600.0,300.0,45.0,21.80711,80.181717,150000.0,3.95,592500.0,40.4,239370.0,0.88,111 (Measured Resource),High Grade Braunite,3.92,1008.9,True
BLK-03-X03Y02-B4,MOIL-BL-03,-400.0,-600.0,285.0,60.0,21.80711,80.181717,150000.0,3.95,592500.0,45.86,271720.5,0.88,111 (Measured Resource),High Grade Braunite,3.61,1122.45,True
BLK-03-X03Y03-B1,MOIL-BL-03,-400.0,-400.0,330.0,15.0,21.808907,80.181717,150000.0,3.95,592500.0,42.2,250035.0,0.88,111 (Measured Resource),High Grade Braunite,2.65,696.75,True
BLK-03-X03Y03-B2,MOIL-BL-03,-400.0,-400.0,315.0,30.0,21.808907,80.181717,150000.0,3.95,592500.0,48.45,287066.2,0.88,111 (Measured Resource),High Grade Braunite,3.85,878.25,True
BLK-03-X03Y03-B3,MOIL-BL-03,-400.0,-400.0,300.0,45.0,21.808907,80.181717,150000.0,3.95,592500.0,42.58,252286.5,0.88,111 (Measured Resource),High Grade Braunite,4.25,1023.75,True
BLK-03-X03Y03-B4,MOIL-BL-03,-400.0,-400.0,285.0,60.0,21.808907,80.181717,150000.0,3.95,592500.0,40.55,240258.7,0.88,111 (Measured Resource),High Grade Braunite,5.11,1189.95,True
BLK-03-X03Y04-B1,MOIL-BL-03,-400.0,-200.0,330.0,15.0,21.810703,80.181717,150000.0,3.45,517500.0,27.53,142467.8,0.76,122 (Indicated Resource),Medium Grade Gondite,1.4,640.5,True
BLK-03-X03Y04-B2,MOIL-BL-03,-400.0,-200.0,315.0,30.0,21.810703,80.181717,150000.0,3.95,592500.0,43.26,256315.5,0.88,111 (Measured Resource),High Grade Braunite,3.44,859.8,True
BLK-03-X03Y04-B3,MOIL-BL-03,-400.0,-200.0,300.0,45.0,21.810703,80.181717,150000.0,3.95,592500.0,43.39,257085.8,0.88,111 (Measured Resource),High Grade Braunite,4.56,1037.7,True
BLK-03-X03Y04-B4,MOIL-BL-03,-400.0,-200.0,285.0,60.0,21.810703,80.181717,150000.0,3.95,592500.0,43.61,258389.2,0.88,111 (Measured Resource),High Grade Braunite,4.47,1161.15,True
BLK-03-X03Y05-B1,MOIL-BL-03,-400.0,0.0,330.0,15.0,21.8125,80.181717,150000.0,3.45,517500.0,25.37,131289.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.68,698.1,True
BLK-03-X03Y05-B2,MOIL-BL-03,-400.0,0.0,315.0,30.0,21.8125,80.181717,150000.0,3.95,592500.0,46.79,277230.8,0.88,111 (Measured Resource),High Grade Braunite,2.42,813.9,True
BLK-03-X03Y05-B3,MOIL-BL-03,-400.0,0.0,300.0,45.0,21.8125,80.181717,150000.0,3.95,592500.0,45.9,271957.5,0.88,111 (Measured Resource),High Grade Braunite,3.73,1000.35,True
BLK-03-X03Y05-B4,MOIL-BL-03,-400.0,0.0,285.0,60.0,21.8125,80.181717,150000.0,3.45,517500.0,23.07,119387.3,0.76,122 (Indicated Resource),Medium Grade Gondite,4.99,1184.55,True
BLK-03-X03Y06-B1,MOIL-BL-03,-400.0,200.0,330.0,15.0,21.814297,80.181717,150000.0,3.45,517500.0,32.17,166479.8,0.76,122 (Indicated Resource),Medium Grade Gondite,1.47,643.65,True
BLK-03-X03Y06-B2,MOIL-BL-03,-400.0,200.0,315.0,30.0,21.814297,80.181717,150000.0,3.45,517500.0,31.8,164565.0,0.76,122 (Indicated Resource),Medium Grade Gondite,3.54,864.3,True
BLK-03-X03Y06-B3,MOIL-BL-03,-400.0,200.0,300.0,45.0,21.814297,80.181717,150000.0,3.95,592500.0,47.49,281378.2,0.88,111 (Measured Resource),High Grade Braunite,2.75,956.25,True
BLK-03-X03Y06-B4,MOIL-BL-03,-400.0,200.0,285.0,60.0,21.814297,80.181717,150000.0,3.45,517500.0,33.18,171706.5,0.76,122 (Indicated Resource),Medium Grade Gondite,4.6,1167.0,True
BLK-03-X03Y07-B1,MOIL-BL-03,-400.0,400.0,330.0,15.0,21.816093,80.181717,150000.0,3.45,517500.0,29.44,152352.0,0.76,122 (Indicated Resource),Medium Grade Gondite,2.58,693.6,True
BLK-03-X03Y07-B2,MOIL-BL-03,-400.0,400.0,315.0,30.0,21.816093,80.181717,150000.0,3.45,517500.0,28.74,148729.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.71,871.95,True
BLK-03-X03Y07-B3,MOIL-BL-03,-400.0,400.0,300.0,45.0,21.816093,80.181717,150000.0,3.45,517500.0,29.32,151731.0,0.76,122 (Indicated Resource),Medium Grade Gondite,4.57,1038.15,True
BLK-03-X03Y07-B4,MOIL-BL-03,-400.0,400.0,285.0,60.0,21.816093,80.181717,150000.0,3.45,517500.0,28.99,150023.2,0.76,122 (Indicated Resource),Medium Grade Gondite,3.84,1132.8,True
BLK-03-X03Y08-B1,MOIL-BL-03,-400.0,600.0,330.0,15.0,21.81789,80.181717,150000.0,2.85,427500.0,16.79,71777.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,2.61,694.95,True
BLK-03-X03Y08-B2,MOIL-BL-03,-400.0,600.0,315.0,30.0,21.81789,80.181717,150000.0,3.45,517500.0,30.39,157268.2,0.76,122 (Indicated Resource),Medium Grade Gondite,3.97,883.65,True
BLK-03-X03Y08-B3,MOIL-BL-03,-400.0,600.0,300.0,45.0,21.81789,80.181717,150000.0,3.45,517500.0,22.9,118507.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.61,994.95,True
BLK-03-X03Y08-B4,MOIL-BL-03,-400.0,600.0,285.0,60.0,21.81789,80.181717,150000.0,2.85,427500.0,7.35,31421.2,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.76,1174.2,True
BLK-03-X03Y09-B1,MOIL-BL-03,-400.0,800.0,330.0,15.0,21.819686,80.181717,150000.0,2.85,427500.0,15.3,65407.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.18,720.6,True
BLK-03-X03Y09-B2,MOIL-BL-03,-400.0,800.0,315.0,30.0,21.819686,80.181717,150000.0,3.45,517500.0,27.46,142105.5,0.76,122 (Indicated Resource),Medium Grade Gondite,3.57,865.65,True
BLK-03-X03Y09-B3,MOIL-BL-03,-400.0,800.0,300.0,45.0,21.819686,80.181717,150000.0,3.45,517500.0,33.0,170775.0,0.76,122 (Indicated Resource),Medium Grade Gondite,4.12,1017.9,True
BLK-03-X03Y09-B4,MOIL-BL-03,-400.0,800.0,285.0,60.0,21.819686,80.181717,150000.0,2.85,427500.0,7.4,31635.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,4.72,1172.4,True
BLK-03-X03Y10-B1,MOIL-BL-03,-400.0,1000.0,330.0,15.0,21.821483,80.181717,150000.0,2.85,427500.0,17.58,75154.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.23,722.85,True
BLK-03-X03Y10-B2,MOIL-BL-03,-400.0,1000.0,315.0,30.0,21.821483,80.181717,150000.0,2.85,427500.0,12.99,55532.3,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.77,874.65,True
BLK-03-X03Y10-B3,MOIL-BL-03,-400.0,1000.0,300.0,45.0,21.821483,80.181717,150000.0,2.85,427500.0,6.8,29070.0,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.24,978.3,True
BLK-03-X03Y10-B4,MOIL-BL-03,-400.0,1000.0,285.0,60.0,21.821483,80.181717,150000.0,2.85,427500.0,17.34,74128.5,0.62,333 (Inferred / Reconnaissance),Low Grade / Country Rock,3.77,1129.65,True
BLK-03-X04Y00-B1,MOIL-BL-03,-200.0,-1000.0,330.0,15.0,21.803517,80.183658,150000.0,3.45,517500.0,24.29,125700.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.09,671.55,True
BLK-03-X04Y00-B2,MOIL-BL-03,-200.0,-1000.0,315.0,30.0,21.803517,80.183658,150000.0,3.95,592500.0,40.83,241917.8,0.88,111 (Measured Resource),High Grade Braunite,3.18,848.1,True
BLK-03-X04Y00-B3,MOIL-BL-03,-200.0,-1000.0,300.0,45.0,21.803517,80.183658,150000.0,3.95,592500.0,39.42,233563.5,0.88,111 (Measured Resource),High Grade Braunite,4.59,1039.05,True
BLK-03-X04Y00-B4,MOIL-BL-03,-200.0,-1000.0,285.0,60.0,21.803517,80.183658,150000.0,3.45,517500.0,32.98,170671.5,0.76,122 (Indicated Resource),Medium Grade Gondite,4.28,1152.6,True
BLK-03-X04Y01-B1,MOIL-BL-03,-200.0,-800.0,330.0,15.0,21.805314,80.183658,150000.0,3.45,517500.0,27.21,140811.8,0.76,122 (Indicated Resource),Medium Grade Gondite,2.65,696.75,True
BLK-03-X04Y01-B2,MOIL-BL-03,-200.0,-800.0,315.0,30.0,21.805314,80.183658,150000.0,3.95,592500.0,45.99,272490.8,0.88,111 (Measured Resource),High Grade Braunite,3.33,854.85,True
BLK-03-X04Y01-B3,MOIL-BL-03,-200.0,-800.0,300.0,45.0,21.805314,80.183658,150000.0,3.95,592500.0,40.14,237829.5,0.88,111 (Measured Resource),High Grade Braunite,3.45,987.75,True
BLK-03-X04Y01-B4,MOIL-BL-03,-200.0,-800.0,285.0,60.0,21.805314,80.183658,150000.0,3.95,592500.0,38.77,229712.3,0.88,111 (Measured Resource),High Grade Braunite,3.97,1138.65,True
BLK-03-X04Y02-B1,MOIL-BL-03,-200.0,-600.0,330.0,15.0,21.80711,80.183658,150000.0,3.95,592500.0,49.16,291273.0,0.88,111 (Measured Resource),High Grade Braunite,2.73,700.35,True
BLK-03-X04Y02-B2,MOIL-BL-03,-200.0,-600.0,315.0,30.0,21.80711,80.183658,150000.0,3.95,592500.0,42.6,252405.0,0.88,111 (Measured Resource),High Grade Braunite,3.56,865.2,True
BLK-03-X04Y02-B3,MOIL-BL-03,-200.0,-600.0,300.0,45.0,21.80711,80.183658,150000.0,3.95,592500.0,47.5,281437.5,0.88,111 (Measured Resource),High Grade Braunite,2.76,956.7,True
BLK-03-X04Y02-B4,MOIL-BL-03,-200.0,-600.0,285.0,60.0,21.80711,80.183658,150000.0,3.95,592500.0,42.05,249146.2,0.88,111 (Measured Resource),High Grade Braunite,4.45,1160.25,True
BLK-03-X04Y03-B1,MOIL-BL-03,-200.0,-400.0,330.0,15.0,21.808907,80.183658,150000.0,3.95,592500.0,45.31,268461.8,0.88,111 (Measured Resource),High Grade Braunite,2.2,676.5,True
BLK-03-X04Y03-B2,MOIL-BL-03,-200.0,-400.0,315.0,30.0,21.808907,80.183658,150000.0,3.95,592500.0,47.2,279660.0,0.88,111 (Measured Resource),High Grade Braunite,3.29,853.05,True
BLK-03-X04Y03-B3,MOIL-BL-03,-200.0,-400.0,300.0,45.0,21.808907,80.183658,150000.0,3.95,592500.0,44.2,261885.0,0.88,111 (Measured Resource),High Grade Braunite,4.35,1028.25,True
BLK-03-X04Y03-B4,MOIL-BL-03,-200.0,-400.0,285.0,60.0,21.808907,80.183658,150000.0,3.95,592500.0,46.23,273912.8,0.88,111 (Measured Resource),High Grade Braunite,5.46,1205.7,True
BLK-03-X04Y04-B1,MOIL-BL-03,-200.0,-200.0,330.0,15.0,21.810703,80.183658,150000.0,3.95,592500.0,45.51,269646.8,0.88,111 (Measured Resource),High Grade Braunite,1.32,636.9,True
