equipment_id,mine_id,mine_name,equipment_type,equipment_model,age_years,total_lifetime_hours,monthly_operating_hours,monthly_downtime_hours,breakdown_hours,scheduled_pm_hours,availability_pct,utilization_pct,mtbf_hours,mttr_hours,health_score,status,hourly_capacity_tph,monthly_production_tonnes,fuel_efficiency_lph,last_service_days_ago,is_synthetic
DMP-04-06,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),7.4,24263,518.0,112.4,81.6,30.8,84.4,85.3,39.8,6.3,35,High Breakdown Risk,140.0,57686,16.6,35,True
DMP-04-07,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),7.5,24355,591.1,45.7,12.9,32.9,93.7,87.7,295.6,6.4,52,High Breakdown Risk,140.0,69184,17.1,21,True
DMP-04-08,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),6.2,21227,608.5,35.3,2.5,32.8,95.1,88.9,608.5,2.5,71,Warning / Inspection Due,140.0,55944,18.7,31,True
DMP-04-09,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),4.1,13793,614.8,32.1,4.7,27.4,95.5,89.4,614.8,4.7,80,Healthy,140.0,67508,17.9,36,True
DMP-04-10,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),2.4,8791,626.4,31.9,3.9,27.9,95.6,91.0,626.4,3.9,80,Healthy,140.0,59983,16.5,7,True
DMP-04-11,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),4.7,15099,647.4,27.1,5.1,22.0,96.2,93.4,647.4,5.1,75,Warning / Inspection Due,140.0,75658,17.9,30,True
DMP-04-12,MOIL-UK-04,Ukwa Mine,DMP,Heavy Dumper (BEML BH35),7.4,24537,624.9,39.1,11.2,27.9,94.6,91.8,624.9,11.2,58,High Breakdown Risk,140.0,70554,17.2,22,True
DRL-04-01,MOIL-UK-04,Ukwa Mine,DRL,Blast Hole Drill Rig (Atlas Copco ROC D7),8.2,27645,634.6,45.2,12.2,33.0,93.7,94.0,317.3,6.1,51,High Breakdown Risk,180.0,75742,18.8,23,True
DRL-04-02,MOIL-UK-04,Ukwa Mine,DRL,Blast Hole Drill Rig (Atlas Copco ROC D7),3.2,10768,608.2,48.6,13.8,34.8,93.2,90.6,304.1,6.9,72,Warning / Inspection Due,180.0,82116,21.3,33,True
DRL-04-03,MOIL-UK-04,Ukwa Mine,DRL,Blast Hole Drill Rig (Atlas Copco ROC D7),4.4,14371,618.5,38.5,8.5,30.0,94.7,90.8,618.5,8.5,74,Warning / Inspection Due,180.0,78494,20.8,30,True
DRL-04-04,MOIL-UK-04,Ukwa Mine,DRL,Blast Hole Drill Rig (Atlas Copco ROC D7),4.2,14109,637.1,31.6,1.9,29.7,95.6,92.5,637.1,1.9,74,Warning / Inspection Due,180.0,96641,21.3,44,True
LDR-04-01,MOIL-UK-04,Ukwa Mine,LDR,Front End Wheel Loader (CAT 966H),6.8,23154,637.7,37.1,2.2,34.9,94.8,93.4,637.7,2.2,64,Warning / Inspection Due,210.0,112593,24.5,29,True
LDR-04-02,MOIL-UK-04,Ukwa Mine,LDR,Front End Wheel Loader (CAT 966H),5.7,19671,631.0,46.8,17.1,29.7,93.5,93.7,315.5,8.5,55,High Breakdown Risk,210.0,94352,23.3,15,True
LDR-04-03,MOIL-UK-04,Ukwa Mine,LDR,Front End Wheel Loader (CAT 966H),5.7,19565,595.4,70.7,49.7,21.0,90.2,91.7,74.4,6.2,35,High Breakdown Risk,210.0,91883,23.2,19,True
LDR-04-04,MOIL-UK-04,Ukwa Mine,LDR,Front End Wheel Loader (CAT 966H),8.2,26783,598.0,45.7,14.4,31.2,93.7,88.7,299.0,7.2,53,High Breakdown Risk,210.0,97303,25.6,39,True
LDR-04-05,MOIL-UK-04,Ukwa Mine,LDR,Front End Wheel Loader (CAT 966H),3.6,11779,608.0,39.4,13.7,25.7,94.5,89.3,304.0,6.8,67,Warning / Inspection Due,210.0,95891,27.0,40,True
CRU-04-01,MOIL-UK-04,Ukwa Mine,CRU,Primary Crushing & Screening Plant,7.7,25631,583.8,59.4,25.9,33.5,91.8,88.4,145.9,6.5,36,High Breakdown Risk,450.0,192928,53.5,6,True
CRU-04-02,MOIL-UK-04,Ukwa Mine,CRU,Primary Crushing & Screening Plant,2.3,8818,606.1,41.8,9.0,32.8,94.2,89.4,606.1,9.0,79,Warning / Inspection Due,450.0,229424,53.9,5,True
LHD-04-01,MOIL-UK-04,Ukwa Mine,LHD,Underground Load Haul Dumper (Sandvik LH307),5.8,18620,623.5,28.8,6.0,22.8,96.0,90.2,623.5,6.0,70,Warning / Inspection Due,220.0,107381,27.7,41,True
LHD-04-02,MOIL-UK-04,Ukwa Mine,LHD,Underground Load Haul Dumper (Sandvik LH307),6.7,22886,605.0,42.7,9.7,33.0,94.1,89.3,605.0,9.7,59,High Breakdown Risk,220.0,108811,24.4,34,True
LHD-04-03,MOIL-UK-04,Ukwa Mine,LHD,Underground Load Haul Dumper (Sandvik LH307),8.2,27039,597.1,48.9,24.8,24.1,93.2,89.0,149.3,6.2,40,High Breakdown Risk,220.0,99477,27.1,30,True
LHD-04-04,MOIL-UK-04,Ukwa Mine,LHD,Underground Load Haul Dumper (Sandvik LH307),2.9,10453,630.7,43.5,14.6,28.9,94.0,93.2,315.4,7.3,70,Warning / Inspection Due,220.0,108981,23.5,16,True
LHD-04-05,MOIL-UK-04,Ukwa Mine,LHD,Underground Load Haul Dumper (Sandvik LH307),7.4,24180,615.1,32.7,0.8,31.9,95.5,89.5,615.1,0.8,66,Warning / Inspection Due,220.0,88436,28.1,6,True
LHD-04-06,MOIL-UK-04,Ukwa Mine,LHD,Underground Load Haul Dumper (Sandvik LH307),2.3,8512,604.3,37.8,2.9,35.0,94.8,88.6,604.3,2.9,87,Healthy,220.0,94825,26.5,9,True
