hole_id,mine_id,x,y,latitude,longitude,collar_elevation,depth_from,depth_to,sample_depth,sample_elevation,thickness,lithology,mn_grade,fe_grade,sio2,p_content,density,core_recovery_pct,sat_iron_oxide,sat_clay_index,is_synthetic
DH-01-068,MOIL-DB-01,-360.49,869.99,21.555615,79.7007,316.65,98.1,119.1,108.6,208.05,21.0,Calc-Silicate Granulite,5.9,4.54,50.0,0.169,2.99,94.6,1.743,2.257,True
DH-01-068,MOIL-DB-01,-360.49,869.99,21.555615,79.7007,316.65,119.1,126.5,122.8,193.85,7.4,Calc-Silicate Granulite,2.21,8.07,70.43,0.106,2.7,99.0,1.882,2.6,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,0.0,12.9,6.45,300.33,12.9,Phyllite & Weathered Overburden,6.81,10.71,65.18,0.1251,2.67,89.5,2.317,2.6,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,12.9,37.1,25.0,281.78,24.2,Phyllite & Weathered Overburden,2.26,10.66,52.38,0.1019,2.51,97.1,2.583,2.421,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,37.1,43.7,40.4,266.38,6.6,Calc-Silicate Granulite,7.11,9.01,57.17,0.174,2.7,92.8,2.283,2.399,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,43.7,72.1,57.9,248.88,28.4,Quartz-Muscovite Schist,2.14,4.57,57.99,0.107,3.04,98.1,1.863,2.6,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,72.1,99.6,85.85,220.93,27.5,Quartz-Muscovite Schist,8.94,9.96,56.92,0.1376,2.99,94.2,2.465,2.55,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,99.6,117.8,108.7,198.08,18.2,Calc-Silicate Granulite,4.93,3.15,66.74,0.0556,3.0,91.1,1.85,2.6,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,117.8,119.6,118.7,188.08,1.8,Quartz-Muscovite Schist,3.73,3.81,68.4,0.1153,2.66,99.0,1.511,2.6,True
DH-01-069,MOIL-DB-01,524.92,-934.55,21.539405,79.709296,306.78,119.6,159.4,139.5,167.28,39.8,Quartz-Muscovite Schist,11.5,8.28,59.8,0.127,2.93,94.4,2.2,2.472,True
DH-01-070,MOIL-DB-01,-213.11,392.07,21.551322,79.702131,310.91,0.0,3.7,1.85,309.06,3.7,Phyllite & Weathered Overburden,4.47,5.3,49.12,0.0831,2.78,89.3,2.016,2.344,True
DH-01-070,MOIL-DB-01,-213.11,392.07,21.551322,79.702131,310.91,3.7,25.8,14.75,296.16,22.1,Phyllite & Weathered Overburden,2.76,11.87,53.78,0.1253,2.54,97.9,2.507,2.485,True
DH-01-070,MOIL-DB-01,-213.11,392.07,21.551322,79.702131,310.91,25.8,35.5,30.65,280.26,9.7,Banded Hematite-Manganese Quartzite,22.35,10.51,39.62,0.1912,3.28,93.9,2.586,2.156,True
DH-01-070,MOIL-DB-01,-213.11,392.07,21.551322,79.702131,310.91,35.5,38.9,37.2,273.71,3.4,Banded Hematite-Manganese Quartzite,19.72,9.57,30.46,0.18,3.55,97.5,2.638,1.853,True
DH-01-070,MOIL-DB-01,-213.11,392.07,21.551322,79.702131,310.91,38.9,89.8,64.35,246.56,50.9,Banded Hematite-Manganese Quartzite,24.1,14.41,29.14,0.142,3.69,86.5,2.931,1.862,True
DH-01-070,MOIL-DB-01,-213.11,392.07,21.551322,79.702131,310.91,90.0,94.2,92.1,218.81,4.2,Calc-Silicate Granulite,8.75,5.21,51.23,0.1293,2.75,89.7,1.743,2.344,True
DH-01-071,MOIL-DB-01,-984.58,985.98,21.556657,79.694641,305.3,0.0,11.5,5.75,299.55,11.5,Phyllite & Weathered Overburden,7.0,6.68,55.21,0.0711,2.43,95.0,1.917,2.514,True
DH-01-071,MOIL-DB-01,-984.58,985.98,21.556657,79.694641,305.3,11.5,35.4,23.45,281.85,23.9,Phyllite & Weathered Overburden,4.11,9.2,49.63,0.1379,2.45,99.0,2.35,2.3,True
DH-01-071,MOIL-DB-01,-984.58,985.98,21.556657,79.694641,305.3,35.4,58.9,47.15,258.15,23.5,Calc-Silicate Granulite,4.8,6.49,54.76,0.1634,2.68,91.4,2.276,2.6,True
DH-01-071,MOIL-DB-01,-984.58,985.98,21.556657,79.694641,305.3,58.9,60.0,59.45,245.85,1.1,Calc-Silicate Granulite,8.05,8.81,54.19,0.1692,2.87,97.6,2.21,2.273,True
DH-01-071,MOIL-DB-01,-984.58,985.98,21.556657,79.694641,305.3,60.0,83.9,71.95,233.35,23.9,Quartz-Muscovite Schist,10.25,9.9,67.41,0.1282,2.79,92.3,2.297,2.6,True
DH-01-071,MOIL-DB-01,-984.58,985.98,21.556657,79.694641,305.3,83.9,103.2,93.55,211.75,19.3,Quartz-Muscovite Schist,6.18,3.14,51.38,0.1004,2.88,99.0,1.931,2.3,True
DH-01-072,MOIL-DB-01,-674.1,-929.18,21.539453,79.697655,334.82,0.0,22.3,11.15,323.67,22.3,Gondite (Manganiferous Quartzite),23.55,11.8,45.65,0.225,3.59,83.9,2.637,2.17,True
DH-01-072,MOIL-DB-01,-674.1,-929.18,21.539453,79.697655,334.82,22.3,49.9,36.1,298.72,27.6,Medium-Grade Pyrolusite Bed,43.13,8.7,16.61,0.0845,4.17,95.3,2.109,1.526,True
DH-01-072,MOIL-DB-01,-674.1,-929.18,21.539453,79.697655,334.82,49.9,73.9,61.9,272.92,24.0,High-Grade Braunite Ore,40.71,6.21,17.78,0.071,4.28,88.1,2.034,1.373,True
DH-01-072,MOIL-DB-01,-674.1,-929.18,21.539453,79.697655,334.82,73.9,99.9,86.9,247.92,26.0,Gondite (Manganiferous Quartzite),25.77,11.15,35.89,0.2909,3.39,90.6,2.674,1.968,True
DH-01-072,MOIL-DB-01,-674.1,-929.18,21.539453,79.697655,334.82,99.9,103.3,101.6,233.22,3.4,Banded Hematite-Manganese Quartzite,27.19,12.28,39.61,0.1593,3.32,90.8,2.543,2.022,True
DH-01-073,MOIL-DB-01,143.39,859.04,21.555517,79.705592,338.35,0.0,9.1,4.55,333.8,9.1,Phyllite & Weathered Overburden,7.75,5.71,63.21,0.1293,2.59,92.9,2.069,2.6,True
DH-01-073,MOIL-DB-01,143.39,859.04,21.555517,79.705592,338.35,9.1,18.9,14.0,324.35,9.8,Phyllite & Weathered Overburden,2.87,5.85,61.59,0.0602,2.53,91.9,2.065,2.6,True
DH-01-073,MOIL-DB-01,143.39,859.04,21.555517,79.705592,338.35,18.9,25.9,22.4,315.95,7.0,Banded Hematite-Manganese Quartzite,23.3,10.24,28.14,0.2656,3.65,92.7,2.605,1.63,True
DH-01-073,MOIL-DB-01,143.39,859.04,21.555517,79.705592,338.35,25.9,52.1,39.0,299.35,26.2,Gondite (Manganiferous Quartzite),27.75,14.44,28.15,0.1339,3.69,88.0,2.642,1.553,True
DH-01-073,MOIL-DB-01,143.39,859.04,21.555517,79.705592,338.35,52.1,68.2,60.15,278.2,16.1,High-Grade Braunite Ore,41.04,6.08,20.23,0.0665,3.73,92.8,1.981,1.418,True
DH-01-073,MOIL-DB-01,143.39,859.04,21.555517,79.705592,338.35,68.2,97.9,83.05,255.3,29.7,Banded Hematite-Manganese Quartzite,26.75,10.7,29.13,0.1763,3.45,90.6,2.762,1.719,True
DH-01-074,MOIL-DB-01,829.6,-925.83,21.539483,79.712254,317.77,0.0,5.1,2.55,315.22,5.1,Phyllite & Weathered Overburden,7.84,5.83,46.04,0.0882,2.74,84.1,2.172,2.163,True
DH-01-074,MOIL-DB-01,829.6,-925.83,21.539483,79.712254,317.77,5.1,7.4,6.25,311.52,2.3,Phyllite & Weathered Overburden,2.28,8.14,58.29,0.1028,2.53,88.1,2.116,2.533,True
DH-01-074,MOIL-DB-01,829.6,-925.83,21.539483,79.712254,317.77,7.4,8.7,8.05,309.72,1.3,Phyllite & Weathered Overburden,7.37,11.76,67.31,0.1352,2.64,97.0,2.632,2.6,True
DH-01-074,MOIL-DB-01,829.6,-925.83,21.539483,79.712254,317.77,8.7,16.8,12.75,305.02,8.1,Phyllite & Weathered Overburden,6.42,8.19,56.09,0.1234,2.51,91.9,2.301,2.48,True
DH-01-074,MOIL-DB-01,829.6,-925.83,21.539483,79.712254,317.77,16.8,81.4,49.1,268.67,64.6,Quartz-Muscovite Schist,7.91,6.82,55.49,0.0946,2.99,99.0,1.95,2.556,True
DH-01-074,MOIL-DB-01,829.6,-925.83,21.539483,79.712254,317.77,81.4,141.1,111.25,206.52,59.7,Calc-Silicate Granulite,1.67,9.75,58.29,0.1284,2.68,86.9,2.487,2.585,True
DH-01-075,MOIL-DB-01,196.13,639.23,21.553542,79.706104,325.32,0.0,28.2,14.1,311.22,28.2,Gondite (Manganiferous Quartzite),24.19,13.36,34.25,0.1796,3.54,86.8,2.901,1.84,True
DH-01-075,MOIL-DB-01,196.13,639.23,21.553542,79.706104,325.32,28.2,39.9,34.05,291.27,11.7,Medium-Grade Pyrolusite Bed,41.6,9.48,15.4,0.1004,3.99,94.3,2.405,1.3,True
DH-01-075,MOIL-DB-01,196.13,639.23,21.553542,79.706104,325.32,39.9,46.4,43.15,282.17,6.5,High-Grade Braunite Ore,41.89,6.09,10.11,0.1211,3.9,89.2,2.027,1.189,True
DH-01-075,MOIL-DB-01,196.13,639.23,21.553542,79.706104,325.32,46.4,105.6,76.0,249.32,59.2,High-Grade Braunite Ore,45.22,5.1,21.72,0.0899,3.99,91.7,2.063,1.657,True
DH-01-075,MOIL-DB-01,196.13,639.23,21.553542,79.706104,325.32,105.6,146.8,126.2,199.12,41.2,Calc-Silicate Granulite,6.0,7.4,54.73,0.1316,3.02,84.8,2.01,2.357,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,0.0,10.0,5.0,370.93,10.0,Phyllite & Weathered Overburden,3.53,7.28,62.39,0.0833,2.64,90.1,2.026,2.6,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,10.0,20.8,15.4,360.53,10.8,Phyllite & Weathered Overburden,3.6,5.41,51.9,0.0922,2.47,92.6,1.702,2.215,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,20.8,24.0,22.4,353.53,3.2,Quartz-Muscovite Schist,3.09,7.18,64.62,0.1045,2.93,78.9,2.003,2.6,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,24.0,44.2,34.1,341.83,20.2,Calc-Silicate Granulite,8.76,7.63,50.84,0.0979,3.04,93.3,2.164,2.081,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,44.2,48.0,46.1,329.83,3.8,Quartz-Muscovite Schist,9.88,9.05,60.05,0.1118,2.8,91.8,2.404,2.539,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,48.0,52.3,50.15,325.78,4.3,Quartz-Muscovite Schist,5.88,9.14,54.49,0.1574,2.87,97.7,2.064,2.468,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,52.3,53.9,53.1,322.83,1.6,Quartz-Muscovite Schist,3.52,3.9,56.55,0.1514,2.84,89.6,1.673,2.456,True
DH-03-076,MOIL-BL-03,-711.63,1090.93,21.8223,80.178691,375.93,53.9,55.2,54.55,321.38,1.3,Quartz-Muscovite Schist,11.37,5.4,71.74,0.1131,2.72,87.1,1.86,2.6,True
DH-03-077,MOIL-BL-03,-757.68,-1105.53,21.802569,80.178244,331.09,0.0,25.5,12.75,318.34,25.5,Banded Hematite-Manganese Quartzite,25.31,8.9,39.02,0.2337,3.64,92.1,2.459,2.104,True
DH-03-077,MOIL-BL-03,-757.68,-1105.53,21.802569,80.178244,331.09,25.5,56.0,40.75,290.34,30.5,High-Grade Braunite Ore,46.18,4.79,21.17,0.0681,4.06,94.6,1.795,1.474,True
DH-03-077,MOIL-BL-03,-757.68,-1105.53,21.802569,80.178244,331.09,56.0,61.8,58.9,272.19,5.8,High-Grade Braunite Ore,44.94,8.62,18.51,0.154,4.23,81.3,2.258,1.324,True
DH-03-077,MOIL-BL-03,-757.68,-1105.53,21.802569,80.178244,331.09,61.8,126.5,94.15,236.94,64.7,Gondite (Manganiferous Quartzite),22.65,8.51,26.71,0.1431,3.68,84.7,2.537,1.639,True
DH-03-077,MOIL-BL-03,-757.68,-1105.53,21.802569,80.178244,331.09,126.5,135.2,130.85,200.24,8.7,Quartz-Muscovite Schist,9.84,7.38,70.63,0.1384,2.88,92.7,2.025,2.6,True
DH-03-078,MOIL-BL-03,691.68,-1142.3,21.802239,80.192315,356.71,0.0,36.1,18.05,338.66,36.1,Phyllite & Weathered Overburden,3.18,11.84,64.63,0.0948,2.64,92.8,2.717,2.594,True
DH-03-078,MOIL-BL-03,691.68,-1142.3,21.802239,80.192315,356.71,36.1,51.0,43.55,313.16,14.9,Quartz-Muscovite Schist,7.92,5.6,66.99,0.0722,2.8,82.4,2.189,2.6,True
DH-03-078,MOIL-BL-03,691.68,-1142.3,21.802239,80.192315,356.71,51.0,67.0,59.0,297.71,16.0,Quartz-Muscovite Schist,6.58,8.56,62.68,0.0945,2.97,83.4,2.156,2.6,True
DH-03-078,MOIL-BL-03,691.68,-1142.3,21.802239,80.192315,356.71,67.7,92.2,79.95,276.76,24.5,Calc-Silicate Granulite,8.31,6.58,59.8,0.1757,2.88,93.0,2.027,2.6,True
DH-03-078,MOIL-BL-03,691.68,-1142.3,21.802239,80.192315,356.71,92.2,125.1,108.65,248.06,32.9,Quartz-Muscovite Schist,9.04,5.6,52.03,0.1095,2.81,88.2,1.843,2.441,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,0.0,9.1,4.55,347.62,9.1,Phyllite & Weathered Overburden,2.97,10.23,46.1,0.1443,2.68,92.4,2.292,2.369,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,9.1,10.2,9.65,342.52,1.1,Phyllite & Weathered Overburden,5.66,9.49,63.09,0.0846,2.4,90.8,2.333,2.6,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,10.2,14.8,12.5,339.67,4.6,Gondite (Manganiferous Quartzite),30.82,10.23,34.09,0.2574,3.65,88.3,2.478,1.702,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,14.8,19.6,17.2,334.97,4.8,Gondite (Manganiferous Quartzite),26.8,8.95,26.59,0.2167,3.32,93.3,2.4,1.624,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,19.6,22.8,21.2,330.97,3.2,Banded Hematite-Manganese Quartzite,27.88,13.78,25.17,0.2218,3.28,81.5,2.849,1.476,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,22.8,70.1,46.45,305.72,47.3,Medium-Grade Pyrolusite Bed,40.69,5.84,15.19,0.0746,4.19,88.7,2.134,1.278,True
DH-03-079,MOIL-BL-03,949.33,1119.89,21.82256,80.194817,352.17,70.1,85.3,77.7,274.47,15.2,Gondite (Manganiferous Quartzite),30.91,14.22,30.19,0.1552,3.68,93.3,2.813,1.746,True
DH-03-080,MOIL-BL-03,1161.38,983.38,21.821334,80.196875,372.59,0.0,8.7,4.35,368.24,8.7,Phyllite & Weathered Overburden,7.26,8.98,51.32,0.0922,2.53,93.0,2.367,2.46,True
DH-03-080,MOIL-BL-03,1161.38,983.38,21.821334,80.196875,372.59,8.7,34.0,21.35,351.24,25.3,Phyllite & Weathered Overburden,5.99,9.42,56.93,0.0456,2.49,92.1,2.083,2.518,True
DH-03-080,MOIL-BL-03,1161.38,983.38,21.821334,80.196875,372.59,34.0,36.9,35.45,337.14,2.9,Banded Hematite-Manganese Quartzite,21.36,11.71,28.07,0.3055,3.68,93.6,2.462,1.642,True
DH-03-080,MOIL-BL-03,1161.38,983.38,21.821334,80.196875,372.59,36.9,51.0,43.95,328.64,14.1,Gondite (Manganiferous Quartzite),28.5,14.14,27.62,0.2488,3.66,99.0,3.247,1.787,True
DH-03-080,MOIL-BL-03,1161.38,983.38,21.821334,80.196875,372.59,51.0,55.8,53.4,319.19,4.8,Banded Hematite-Manganese Quartzite,26.31,8.65,35.01,0.1785,3.5,88.1,1.908,1.94,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,0.0,8.5,4.25,330.97,8.5,Phyllite & Weathered Overburden,6.5,7.21,59.29,0.0642,2.58,91.8,2.277,2.553,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,8.5,17.6,13.05,322.17,9.1,Phyllite & Weathered Overburden,5.55,9.01,66.44,0.1344,2.47,79.9,2.398,2.6,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,17.6,28.8,23.2,312.02,11.2,Quartz-Muscovite Schist,7.83,7.58,71.96,0.0597,2.74,95.8,1.887,2.6,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,28.8,34.6,31.7,303.52,5.8,Quartz-Muscovite Schist,7.16,4.79,66.89,0.1477,2.89,91.4,1.852,2.6,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,34.6,44.0,39.3,295.92,9.4,Calc-Silicate Granulite,7.72,8.78,68.88,0.1103,2.96,95.2,2.398,2.6,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,44.0,49.0,46.5,288.72,5.0,Quartz-Muscovite Schist,8.45,8.72,66.49,0.1409,2.77,89.7,2.252,2.6,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,49.0,60.1,54.55,280.67,11.1,Quartz-Muscovite Schist,2.58,3.08,53.07,0.143,3.04,94.0,1.585,2.453,True
DH-03-081,MOIL-BL-03,708.03,-807.95,21.805242,80.192474,335.22,60.1,66.0,63.05,272.17,5.9,Quartz-Muscovite Schist,7.51,3.96,70.63,0.0958,2.83,98.2,1.786,2.6,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,0.0,11.8,5.9,325.35,11.8,Phyllite & Weathered Overburden,3.31,6.32,49.24,0.0463,2.64,89.3,2.004,2.247,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,11.8,44.3,28.05,303.2,32.5,Phyllite & Weathered Overburden,4.45,9.17,51.31,0.0429,2.69,99.0,2.496,2.485,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,44.3,56.6,50.45,280.8,12.3,Gondite (Manganiferous Quartzite),26.78,9.65,33.11,0.1452,3.27,92.5,2.533,1.888,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,56.6,70.6,63.6,267.65,14.0,Banded Hematite-Manganese Quartzite,19.37,14.5,38.31,0.2437,3.63,94.6,3.071,2.079,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,70.6,75.3,72.95,258.3,4.7,Calc-Silicate Granulite,9.35,8.96,56.29,0.1333,2.78,87.8,2.14,2.537,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,75.3,97.8,86.55,244.7,22.5,Calc-Silicate Granulite,6.69,9.4,54.66,0.0688,2.95,92.0,2.458,2.55,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,97.8,109.1,103.45,227.8,11.3,Calc-Silicate Granulite,8.28,4.63,53.45,0.1388,2.89,81.2,1.658,2.535,True
DH-03-082,MOIL-BL-03,-589.78,314.52,21.815325,80.179874,331.25,109.1,129.3,119.2,212.05,20.2,Quartz-Muscovite Schist,4.57,5.06,57.8,0.1234,2.75,93.9,1.654,2.53,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,0.0,28.5,14.25,348.58,28.5,Phyllite & Weathered Overburden,2.5,10.73,52.72,0.1032,2.61,85.1,2.394,2.41,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,28.5,33.4,30.95,331.88,4.9,Quartz-Muscovite Schist,10.32,6.81,51.91,0.0808,2.72,87.5,1.718,2.351,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,33.4,70.3,51.85,310.98,36.9,Calc-Silicate Granulite,3.79,3.38,50.39,0.0634,2.72,90.9,1.686,2.062,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,70.3,78.0,74.15,288.68,7.7,Quartz-Muscovite Schist,3.43,3.05,60.27,0.1391,2.74,88.3,1.418,2.532,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,78.0,81.7,79.85,282.98,3.7,Quartz-Muscovite Schist,10.08,6.14,60.76,0.0783,2.68,95.4,1.834,2.6,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,81.7,102.4,92.05,270.78,20.7,Quartz-Muscovite Schist,4.01,7.37,60.43,0.1638,2.76,86.5,2.109,2.493,True
DH-03-083,MOIL-BL-03,949.96,-951.66,21.803951,80.194823,362.83,102.4,149.8,126.1,236.73,47.4,Quartz-Muscovite Schist,8.65,5.1,60.07,0.0624,3.01,92.5,1.812,2.6,True
DH-03-084,MOIL-BL-03,990.25,-774.36,21.805544,80.195214,330.35,0.0,36.8,18.4,311.95,36.8,Phyllite & Weathered Overburden,5.52,10.57,48.12,0.1475,2.79,87.8,2.436,2.224,True
DH-03-084,MOIL-BL-03,990.25,-774.36,21.805544,80.195214,330.35,36.8,91.9,64.35,266.0,55.1,Calc-Silicate Granulite,4.35,8.71,58.32,0.0615,2.79,86.1,2.293,2.577,True
DH-03-084,MOIL-BL-03,990.25,-774.36,21.805544,80.195214,330.35,91.9,126.9,109.4,220.95,35.0,Quartz-Muscovite Schist,10.12,4.97,51.54,0.0574,2.7,92.7,1.777,2.445,True
DH-03-084,MOIL-BL-03,990.25,-774.36,21.805544,80.195214,330.35,126.9,133.8,130.35,200.0,6.9,Quartz-Muscovite Schist,10.35,6.12,65.59,0.1451,2.72,91.0,2.17,2.6,True
DH-03-084,MOIL-BL-03,990.25,-774.36,21.805544,80.195214,330.35,133.8,138.6,136.2,194.15,4.8,Quartz-Muscovite Schist,11.96,6.32,67.95,0.1062,2.97,93.1,1.899,2.6,True
DH-03-085,MOIL-BL-03,-213.74,250.33,21.814749,80.183525,361.5,0.0,2.8,1.4,360.1,2.8,Phyllite & Weathered Overburden,5.15,7.42,48.97,0.1084,2.75,93.6,2.268,2.424,True
DH-03-085,MOIL-BL-03,-213.74,250.33,21.814749,80.183525,361.5,2.8,26.6,14.7,346.8,23.8,Gondite (Manganiferous Quartzite),23.66,12.2,29.59,0.2701,3.61,89.9,2.746,1.63,True
DH-03-085,MOIL-BL-03,-213.74,250.33,21.814749,80.183525,361.5,26.6,60.1,43.35,318.15,33.5,High-Grade Braunite Ore,41.21,7.39,17.17,0.1782,3.72,92.3,2.108,1.325,True
DH-03-085,MOIL-BL-03,-213.74,250.33,21.814749,80.183525,361.5,60.1,61.7,60.9,300.6,1.6,High-Grade Braunite Ore,44.04,6.71,11.57,0.1066,4.26,95.4,2.324,1.389,True
DH-03-085,MOIL-BL-03,-213.74,250.33,21.814749,80.183525,361.5,61.7,95.9,78.8,282.7,34.2,Gondite (Manganiferous Quartzite),19.06,9.74,30.76,0.2863,3.45,95.9,2.53,1.777,True
DH-03-086,MOIL-BL-03,-104.38,-841.35,21.804942,80.184587,376.5,0.0,16.5,8.25,368.25,16.5,Phyllite & Weathered Overburden,6.97,7.93,56.9,0.0493,2.79,96.8,2.232,2.402,True
DH-03-086,MOIL-BL-03,-104.38,-841.35,21.804942,80.184587,376.5,16.5,22.1,19.3,357.2,5.6,Gondite (Manganiferous Quartzite),19.42,15.73,29.02,0.2496,3.33,97.2,3.306,1.802,True
DH-03-086,MOIL-BL-03,-104.38,-841.35,21.804942,80.184587,376.5,22.1,40.8,31.45,345.05,18.7,Gondite (Manganiferous Quartzite),19.02,10.65,30.71,0.3176,3.41,97.7,2.765,1.867,True
DH-03-086,MOIL-BL-03,-104.38,-841.35,21.804942,80.184587,376.5,40.8,78.2,59.5,317.0,37.4,Medium-Grade Pyrolusite Bed,41.01,6.56,12.81,0.0631,4.27,93.2,1.877,1.258,True
DH-03-086,MOIL-BL-03,-104.38,-841.35,21.804942,80.184587,376.5,78.2,93.1,85.65,290.85,14.9,Banded Hematite-Manganese Quartzite,18.09,13.44,43.99,0.1493,3.29,92.6,2.957,2.284,True
DH-03-086,MOIL-BL-03,-104.38,-841.35,21.804942,80.184587,376.5,93.1,100.5,96.8,279.7,7.4,Quartz-Muscovite Schist,5.37,8.39,67.84,0.102,3.03,89.6,2.178,2.6,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,0.0,8.8,4.4,370.99,8.8,Phyllite & Weathered Overburden,3.28,8.97,53.67,0.1461,2.51,93.2,2.356,2.429,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,8.8,12.9,10.85,364.54,4.1,Phyllite & Weathered Overburden,3.8,9.91,45.33,0.0454,2.64,91.3,2.923,2.233,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,12.9,32.3,22.6,352.79,19.4,Phyllite & Weathered Overburden,8.32,10.0,63.82,0.1134,2.45,96.9,2.341,2.6,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,32.3,48.5,40.4,334.99,16.2,Gondite (Manganiferous Quartzite),29.18,9.7,38.98,0.1368,3.55,99.0,2.332,2.061,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,48.5,56.1,52.3,323.09,7.6,Banded Hematite-Manganese Quartzite,18.41,8.96,39.31,0.3069,3.31,99.0,2.413,2.063,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,56.1,57.7,56.9,318.49,1.6,Gondite (Manganiferous Quartzite),21.39,10.38,25.01,0.3126,3.7,92.4,2.535,1.602,True
DH-03-087,MOIL-BL-03,-38.69,954.08,21.821071,80.185224,375.39,57.7,59.6,58.65,316.74,1.9,Gondite (Manganiferous Quartzite),19.32,8.13,39.17,0.3122,3.7,87.4,2.127,2.048,True
DH-03-088,MOIL-BL-03,631.56,725.4,21.819016,80.191732,349.26,0.0,12.2,6.1,343.16,12.2,Phyllite & Weathered Overburden,7.31,5.74,56.64,0.1296,2.77,92.1,1.744,2.583,True
DH-03-088,MOIL-BL-03,631.56,725.4,21.819016,80.191732,349.26,12.2,15.4,13.8,335.46,3.2,Gondite (Manganiferous Quartzite),23.12,14.79,36.34,0.2144,3.47,83.5,3.09,1.967,True
DH-03-088,MOIL-BL-03,631.56,725.4,21.819016,80.191732,349.26,15.4,41.0,28.2,321.06,25.6,Gondite (Manganiferous Quartzite),25.45,9.91,43.26,0.2173,3.38,90.0,2.292,2.109,True
DH-03-088,MOIL-BL-03,631.56,725.4,21.819016,80.191732,349.26,41.0,67.2,54.1,295.16,26.2,High-Grade Braunite Ore,40.7,6.8,13.69,0.0656,3.91,99.0,1.972,1.506,True
DH-03-088,MOIL-BL-03,631.56,725.4,21.819016,80.191732,349.26,67.2,96.0,81.6,267.66,28.8,Banded Hematite-Manganese Quartzite,23.81,15.72,33.68,0.1716,3.33,95.3,3.403,1.837,True
DH-03-089,MOIL-BL-03,-1149.24,-194.56,21.810752,80.174442,368.79,0.0,40.4,20.2,348.59,40.4,Phyllite & Weathered Overburden,7.73,9.78,49.22,0.1303,2.57,87.7,2.283,2.246,True
